,id_fakta,id_waktu,id_pelanggan,id_produk,id_lokasi,id_channel,id_status,nomor_transaksi,jumlah_pembelian,total_harga,jumlah_data_mb,durasi_telpon_menit,jumlah_sms
23446,47461,446,722,21,50,3,4,TRX004460047461,1,25000.0,,2681,
23447,47462,1089,514,24,96,2,1,TRX010890047462,3,210000.0,,2157,
23448,47463,371,292,29,95,4,1,TRX003710047463,1,25000.0,,,514
23449,47465,556,855,16,59,1,2,TRX005560047465,1,30000.0,68683.76,,
23450,47466,1088,839,18,48,1,1,TRX010880047466,1,3000.0,,2658 (error),
23451,47467,715,409,50,48,5,1,TRX007150047467,2,400000.0,28600.66,599,338
23452,47468,62,604,33,93,1,1,TRX000620047468,4,540000.0,49090.2,657,435
23453,47471,34,602,43,43,6,1,TRX000340047471,2,240000.0,9678.28,788,297
23454,47472,514,551,22,91,2,1,TRX005140047472,1,50000.0,,206,
23455,47473,927,321,48,43,2,1,TRX009270047473,3,750000.0,28136.05,526,228
23456,47474,866,568,24,68,1,2,TRX008660047474,1,70000.0,,2079,
23457,47475,741,347,40,72,5,1,TRX007410047475,1,10000.0,9693.26,691,200
23458,47476,873,503,15,44,4,4,TRX008730047476,1,25000.0,49194.43,,
23459,47477,464,476,27,54,3,2,TRX004640047477,4,20000.0,,,534
23460,47478,272,370,21,59,1,1,TRX002720047478,2,50000.0,,2832,
23461,47479,1081,619,46,83,1,1,TRX010810047479,3,7500.0,96178.77,,
23462,47480,100,140,29,32,3,1,TRX001000047480,1,25000.0,,,779
23463,47481,535,283,12,43,6,2,TRX005350047481,1??,300000.0,8674.17??,,
23464,47482,478,739,48,60,3,3,TRX004780047482,1,250000.0,2200.81,971,43
23465,47483,805,661,19,81,3,1,TRX008050047483,125,5000.0,,1915,
23466,47484,955,829,8,49,6,1,TRX009550047484,3,45000.0,21432.85,,
23467,47485,998,521,38,39,1,1,TRX009980047485,1,50000.0,12055.27,317,437
23468,47486,306,865,10,4,5,1,TRX003060047486,1,156673.42,36262.37,,
23469,47487,184,139,26,87,5,1,TRX001840047487,1,1500.0,,,955
23470,47488,925,570,10,4,4,2,TRX009250047488,1,85000.0,22107.03,,
23471,47489,988,792,43,57,5,5,TRX009880047489,1,120000.0,47157.92,436,237
23472,47490,74,669,30,43,4,5,TRX000740047490,1,35000.0,26724.57,752,202
23473,47491,905,802,24,52,6,1,TRX009050047491,1,70000.0,,1570,
23474,47492,772,356,21,76,1,2,TRX007720047492,5,125000.0,,1446,
23475,47493,821,499,2,26,2,1,TRX008210047493,2,7000.0,59439.1,,
23476,47494,928,474,41,70,4,1,TRX009280047494,1,15000.0,19227.33,110,20
23477,47495,981,602,26,68,2,1,TRX009810047495,1,1500.0,,,535
23478,47496,1078,900,42,83,2,1,TRX010780047496,2,150000.0,41982.35,319,182
23479,47497,920,589,1,67,2,1,TRX009200047497,1,2000.0,5010.05,,
23480,47498,962,601,22,25,1,1,TRX009620047498,2,100000.0,,1840,
23481,47499,310,560,7,83,1,1,TRX003100047499,4,200000.0,9576.22,,
23482,47500,100,223,25,19,6,1,TRX001000047500,3,3000.0,,,496
23483,47501,528,648,24,61,1,2,TRX005280047501,3,210000.0,,2026,
23484,47502,211,265,30,49,3,5,TRX002110047502,1,35000.0,7321.46,246,53
23485,47503,784,406,24,22,1,1,TRX007840047503,1,70000.0,,491 (error),
23486,47504,706,36,9,35,3,1,TRX007060047504,1,50000.0,33729.6,,
23487,47505,88,975,37,45,2,4,TRX000880047505,1,300000.0,5535.85,919,384
23488,47506,377,55,24,27,1,5,TRX003770047506,2,140000.0,,576,
23489,47507,689,606,48,79,6,1,TRX006890047507,1,193234.63,16819.82,364,111
23490,47508,184,317,11,99,5,5,TRX001840047508,3,450000.0,33007.56,,
23491,47509,1002,548,43,92,4,1,TRX010020047509,3,360000.0,33085.75,512,131
23492,47510,236,631,47,18,3,4,TRX002360047510,1,15000.0,101986.89,,
23493,47511,1035,385,34,83,5,5,TRX010350047511,2,502126.77,45490.65,828,297
23494,47512,968,358,38,8,6,3,TRX009680047512,1,50000.0,43207.61,327,252
23495,47513,251,772,41,67,6,5,TRX002510047513,4,60000.0,823.22,613,22
23496,47514,662,811,50,1,6,1,TRX006620047514,1,200000.0,24553.73,649,264
23497,47515,894,842,42,73,3,1,TRX008940047515,1,75000.0,32236.38,193,303
23498,47516,865,657,7,24,2,1,TRX008650047516,1,50000.0,98422.27,,
23499,47517,69,480,20,76,6,1,TRX000690047517,1,15000.0,,1288,
23500,47518,127,955,3,95,2,4,TRX001270047518,3,21000.0,49953.57,,
23501,47519,990,367,45,96,2,5,TRX009900047519,1,1000.0,49856.41,,
23502,47520,132,553,13,66,5,1,TRX001320047520,4,2000000.0,89745.48,,
23503,47521,926,27,14,52,6,1,TRX009260047521,1 (error),5000.0,70609.64,,
23504,47522,618,223,12,47,1,1,TRX006180047522,1,300000.0,4656.08,,
23505,47523,592,463,14,61,1,1,TRX005920047523,1,5000.0,92566.5,,
23506,47524,998,419,25,90,1,1,TRX009980047524,1,1000.0,,,734
23507,47525,672,597,4,35,2,1,TRX006720047525,1,9000.0,16715.79,,
23508,47526,959,230,50,8,5,1,TRX009590047526,1,200000.0,46590.53,137,171
23509,47527,276,452,6,83,2,1,TRX002760047527,2,60000.0,38988.71,,
23510,47528,203,663,17,68,1,5,TRX002030047528,195,60000.0,15949.36,,
23511,47529,905,546,4,58,4,3,TRX009050047529,1,9000.0,81269.52,,
23512,47530,171,585,7,11,5,1,TRX001710047530,1,50000.0,18938.33,,
23513,47531,35,363,13,48,2,5,TRX000350047531,2,1000000.0,32537.68,,
23514,47532,889,216,42,46,6,2,TRX008890047532,2,150000.0,27445.47,674,417
23515,47533,350,249,5,66,3,1,TRX003500047533,2,40000.0,32198.11,,
23516,47534,524,197,41,100,1,5,TRX005240047534,3,45000.0,14255.79,,456
23517,47535,101,698,27,49,1,1,TRX001010047535,2,10000.0,,,82
23518,47536,201,57,41,15,2,1,TRX002010047536,1,15000.0,1395.55,498,234
23519,47537,814,764,5,16,1,1,TRX008140047537,2,40000.0,6443.04,,
23520,47538,182,183,9,6,3,1,TRX001820047538,1,50000.0,87247.61,,
23521,47539,704,186,15,54,3,1,TRX007040047539,1,25000.0,2318.16,,
23522,47540,316,863,5,88,3,1,TRX003160047540,188,25418.27,46060.45,,
23523,47542,152,809,10,15,2,3,TRX001520047542,1,85000.0,21404.36,,
23524,47543,697,562,27,45,1,1,TRX006970047543,1,5000.0,,,780
23525,47544,975,884,5,80,2,1,TRX009750047544,1,20000.0,10325.01,,
23526,47545,864,657,39,64,5,1,TRX008640047545,3,60000.0,19648.01 (error),492,473
23527,47546,175,360,27,46,1,3,TRX001750047546,3,15000.0,,,349
23528,47547,542,520,21,89,1,3,TRX005420047547,1,25000.0,,1834,
23529,47548,326,440,16,63,1,2,TRX003260047548,1,30000.0,60378.85,,
23530,47549,90,346,24,1,4,1,TRX000900047549,1,70000.0,,374,
23531,47550,387,292,13,35,3,1,TRX003870047550,2,1000000.0,14207.31,,
23532,47551,1052,849,22,95,4,1,TRX010520047551,1,13129.33,,470,
23533,47552,308,327,39,16,2,1,TRX003080047552,1,20000.0,9824.17,242,262
23534,47553,701,360,4,85,1,4,TRX007010047553,1,9000.0,95305.5,,
23535,47554,955,449,24,70,1,3,TRX009550047554,1,70000.0,,751??,
23536,47555,366,343,11,64,1,1,TRX003660047555,1,150000.0,82001.66,,
23537,47556,218,723,6,100,5,1,TRX002180047556,2,60000.0,3967.25,,
23538,47557,303,84,33,9,6,1,TRX003030047557,2,60701.72,6869.51,343,
23539,47558,1068,254,22,87,2,2,TRX010680047558,3,150000.0,,1412,
23540,47559,796,628,36,36,1,1,TRX007960047559,1,150000.0,39046.1,252,235
23541,47560,1052,858,2,48,1,1,TRX010520047560,1,3500.0,84606.57,,
23542,47561,36,702,12,98,2,1,TRX000360047561,1,300000.0,21133.65,,
23543,47562,595,183,2,29,6,2,TRX005950047562,1,3500.0,2360.33,,
23544,47563,614,869,21,88,2,1,TRX006140047563,1,25000.0,,1713,
23545,47564,607,336,39,89,2,1,TRX006070047564,1,20000.0,41855.83,449,379
23546,47565,439,820,26,30,1,1,TRX004390047565,1,1500.0,,,33
23547,47566,1068,380,10,30,5,1,TRX010680047566,1,85000.0,2785.36,,
23548,47567,973,931,48,4,2,3,TRX009730047567,1,250000.0,1677.36,74,37
23549,47568,148,948,35,49,3,2,TRX001480047568,1 (error),350000.0,38147.84,374??,276
23550,47569,869,648,50,57,3,1,TRX008690047569,1,200000.0,29584.67,,443
23551,47570,521,703,47,86,3,1,TRX005210047570,2,30000.0,91994.14,,
23552,47571,366,981,49,51,1,1,TRX003660047571,1,120000.0,16522.45,951,55
23553,47572,819,788,21,13,1,1,TRX008190047572,1,25000.0,,1910,
23554,47573,619,551,42,41,5,3,TRX006190047573,1,75000.0,8210.24,90,61 (error)
23555,47574,828,827,42,100,1,3,TRX008280047574,1,75000.0,35582.06,405??,201
23556,47575,77,795,34,78,5,1,TRX000770047575,1 (error),200000.0,37979.6,5,208
23557,47576,537,405,14,100,2,2,TRX005370047576,1,5000.0,75374.51,,
23558,47577,892,610,29,50,4,1,TRX008920047577,2,50000.0,,,20
23559,47578,1009,63,15,12,1,2,TRX010090047578,5,125000.0,9178.91,,
23560,47579,830,164,48,22,1,1,TRX008300047579,1,250000.0,16142.09,,
23561,47580,974,576,36,87,6,1,TRX009740047580,2,300000.0,25659.13,757,52
23562,47581,140,906,43,63,2,1,TRX001400047581,1,120000.0,15895.68,671,229
23563,47582,106,369,35,14,4,1,TRX001060047582,3,1050000.0,12194.3,575,432
23564,47583,745,405,49,87,2,1,TRX007450047583,1,120000.0,11744.08,8512,499
23565,47584,104,519,9,15,2,1,TRX001040047584,1,50000.0,4684.75,,
23566,47585,668,790,3,58,3,1,TRX006680047585,4,28000.0,88702.75,,
23567,47586,531,266,48,90,3,1,TRX005310047586,1,250000.0,,378,5
23568,47587,653,685,23,12,1,3,TRX006530047587,1,76502.68,,2327,
23569,47588,349,673,49,99,1,1,TRX003490047588,3,360000.0,18329.0,924,10
23570,47589,647,794,35,91,3,1,TRX006470047589,1,350000.0,17975.89,628,247
23571,47590,901,672,20,62,5,3,TRX009010047590,2,30000.0,,464,
23572,47591,478,306,2,5,2,1,TRX004780047591,5,17500.0,28147.58,,
23573,47592,244,65,23,62,1,2,TRX002440047592,3,270000.0,,170,
23574,47593,377,834,7,81,2,1,TRX003770047593,1,50000.0,75790.84,,
23575,47594,665,329,37,35,2,4,TRX006650047594,3,900000.0,34261.41,579,102
23576,47595,921,986,12,41,2,1,TRX009210047595,93,300000.0,3204.48,,
23577,47596,935,107,49,17,1,1,TRX009350047596,1,120000.0,"6143.16,-",945,
23578,47597,221,786,32,57,5,1,TRX002210047597,5,475000.0,45409.14,35,167
23579,47598,769,226,48,40,4,1,TRX007690047598,3,750000.0,2358.28,836,36
23580,47599,675,493,44,31,6,1,TRX006750047599,1,175000.0,15114.03,585,329
23581,47600,961,806,9,83,6,5,TRX009610047600,1,50000.0,50361.05,,
23582,47601,333,207,36,10,2,5,TRX003330047601,3,450000.0,41450.65,275,411
23583,47602,498,437,22,83,1,1,TRX004980047602,1,50000.0,,1628,
23584,47603,125,211,49,54,2,3,TRX001250047603,1,120000.0,38917.11,882,164
23585,47604,1063,510,47,21,2,1,TRX010630047604,1,15000.0,96354.97,,
23586,47605,909,379,27,64,3,1,TRX009090047605,2,10000.0,,,529
23587,47606,317,589,19,53,5,3,TRX003170047606,1,5000.0,,271,
23588,47607,82,85,39,99,1,2,TRX000820047607,2,40000.0,17432.59,385,290
23589,47608,706,279,50,5,2,1,TRX007060047608,1,200000.0,40818.5,567,28
23590,47609,1082,633,17,35,1,1,TRX010820047609,1,60000.0,53693.53,,
23591,47610,250,801,5,29,3,1,TRX002500047610,1,20000.0,14879.57,,
23592,47611,1005,812,2,44,1,1,TRX010050047611,2,7000.0,69119.28,,
23593,47612,675,221,22,75,1,1,TRX006750047612,1,50000.0,,58,
23594,47613,852,306,18,80,6,4,TRX008520047613,1,3000.0,,241,
23595,47614,616,209,25,35,5,3,TRX006160047614,,1000.0,,,874
23596,47615,621,858,35,84,1,1,TRX006210047615,3,1050000.0,15807.59,247,63
23597,47616,954,484,26,78,6,1,TRX009540047616,1,1500.0,,,414
23598,47617,393,690,39,55,3,1,TRX003930047617,1,20000.0,48735.57,595,305
23599,47618,897,276,16,20,5,5,TRX008970047618,3,90000.0,63135.23,,
23600,47619,254,991,47,57,1,1,TRX002540047619,1,15000.0,78293.79,,
23601,47620,293,268,31,24,1,2,TRX002930047620,1,65000.0,46210.19,203,219
23602,47621,6,486,9,68,2,1,TRX000060047621,1,50000.0,46878.54,,
23603,47622,371,498,42,83,1,1,TRX003710047622,1,75000.0,28371.0,369,
23604,47623,385,816,28,71,4,1,TRX003850047623,1,10000.0,,,256
23605,47624,439,181,29,40,1,1,TRX004390047624,1,25000.0,,,790
23606,47625,689,950,17,88,6,2,TRX006890047625,2,120000.0,83757.47,,
23607,47626,336,13,41,100,2,1,TRX003360047626,2,30000.0,20043.23,962,472
23608,47628,794,236,42,47,1,1,TRX007940047628,1,75000.0,33527.81,754,378
23609,47629,354,487,30,16,5,2,TRX003540047629,1,35000.0,3212.17,317,42
23610,47630,360,293,35,47,1,1,TRX003600047630,1,350000.0,39537.07,947,273
23611,47631,51,955,15,6,6,1,TRX000510047631,1,25000.0,61445.07,,
23612,47632,6,141,2,50,5,1,TRX000060047632,1,3500.0,14889.32,,
23613,47633,457,381,47,27,2,1,TRX004570047633,1,15000.0,57367.8 (error),,
23614,47634,940,780,4,81,1,1,TRX009400047634,5,78491.62,70596.86,,
23615,47635,16,878,30,12,1,1,TRX000160047635,2,70000.0,46933.03,334,75
23616,47636,488,489,4,89,4,3,TRX004880047636,1,9000.0,27086.4,,
23617,47637,686,261,9,46,1,1,TRX006860047637,1,50000.0,25464.92,,
23618,47638,802,821,30,31,5,1,TRX008020047638,1,35000.0,28137.33,591,141
23619,47639,121,44,8,4,3,3,TRX001210047639,1,15000.0,2870.19,,
23620,47640,554,186,11,80,6,1,TRX005540047640,1,150000.0,67340.43,,
23621,47641,136,759,37,69,2,1,TRX001360047641,1,300000.0,31793.19,796,196
23622,47642,740,124,43,49,1,5,TRX007400047642,1,120000.0,32809.19,389,270
23623,47643,422,199,14,23,3,1,TRX004220047643,2,10000.0,46353.71,,
23624,47644,1017,536,31,71,2,1,TRX010170047644,1,65000.0,2066.51,973,225
23625,47645,78,877,3,99,1,3,TRX000780047645,1,7000.0,75165.74,,
23626,47646,876,355,48,44,1,5,TRX008760047646,1,250000.0,11880.15,238,394
23627,47648,172,341,30,75,1,1,TRX001720047648,1,35000.0,12769.94,165,73
23628,47649,599,506,2,53,4,1,TRX005990047649,2,7000.0,95053.37,,
23629,47650,643,194,12,7,2,5,TRX006430047650,2,600000.0,95146.73,,
23630,47651,413,666,16,33,5,1,TRX004130047651,1,30000.0,49091.02,,
23631,47652,969,817,28,51,3,1,TRX009690047652,1,22111.2,,,383
23632,47653,862,814,15,94,3,4,TRX008620047653,1,25000.0,35403.64,,
23633,47654,872,569,44,41,2,1,TRX008720047654,1,175000.0,11265.7,312,307
23634,47655,535,3,9,59,1,5,TRX005350047655,1,50000.0,"41675.59,-",,
23635,47656,331,757,26,71,3,1,TRX003310047656,1,1500.0,,,571
23636,47657,194,885,42,80,6,1,TRX001940047657,1,75000.0,22357.05,86,199
23637,47658,752,86,29,100,2,2,TRX007520047658,1,25000.0,,,547
23638,47659,89,976,19,19,1,1,TRX000890047659,1,5000.0,,1155,
23639,47660,571,925,9,48,1,1,TRX005710047660,1,50000.0,90992.94,,
23640,47661,70,555,16,40,4,1,TRX000700047661,1,30000.0,66235.18,,
23641,47662,386,237,25,14,2,4,TRX003860047662,2,2000.0,,,398
23642,47663,748,292,25,5,2,1,TRX007480047663,1,1000.0,,,50
23643,47664,968,613,13,35,1,1,TRX009680047664,1,500000.0,66218.15,,
23644,47665,760,202,29,26,3,1,TRX007600047665,1,25000.0,,,516
23645,47666,588,708,6,70,2,2,TRX005880047666,1,30000.0,30272.5,,
23646,47667,17,211,26,74,1,1,TRX000170047667,1,1500.0,,,268
23647,47668,531,404,45,68,6,2,TRX005310047668,2,2000.0,26669.81,,
23648,47669,1046,20,10,7,1,3,TRX010460047669,1,85000.0,8827.61,,
23649,47670,625,902,36,71,5,5,TRX006250047670,3,450000.0,3235.86,338,47
23650,47671,167,938,46,11,6,5,TRX001670047671,1,2500.0,95769.84,,
23651,47672,1048,320,10,15,1,1,TRX010480047672,1,85000.0,89248.84,,
23652,47673,303,566,23,60,1,1,TRX003030047673,1,90000.0,,1090,
23653,47674,206,442,50,79,2,1,TRX002060047674,5,1000000.0,39195.67,,360
23654,47675,939,255,29,26,1,1,TRX009390047675,2,50000.0,,,964
23655,47676,916,302,12,99,4,4,TRX009160047676,1,300000.0,57283.75,,
23656,47677,997,845,32,12,1,3,TRX009970047677,1,95000.0,33479.57,942,275
23657,47678,635,303,23,8,3,1,TRX006350047678,1,146296.9,,1646,
23658,47679,285,183,30,40,1,1,TRX002850047679,,35000.0,38235.9,372,60
23659,47680,964,293,10,28,2,2,TRX009640047680,1,85000.0,96612.3 (error),,
23660,47681,362,994,34,48,1,3,TRX003620047681,4,800000.0,39528.05,624,73
23661,47682,445,353,27,32,5,1,TRX004450047682,1,5000.0,,,546
23662,47683,649,164,44,30,1,2,TRX006490047683,1,175000.0,17940.57,,485
23663,47684,87,583,19,61,2,1,TRX000870047684,3,15000.0,,2503,
23664,47685,215,198,32,35,2,5,TRX002150047685,1,95000.0,24359.99,560,350
23665,47686,392,15,44,15,1,1,TRX003920047686,1,175000.0,9980.83,686,410
23666,47687,209,760,10,80,3,3,TRX002090047687,2,170000.0,9579.93,,
23667,47688,917,419,8,77,6,1,TRX009170047688,2,30000.0,26522.76,,
23668,47689,120,24,21,14,2,4,TRX001200047689,1,25000.0,,982,
23669,47690,599,743,37,48,5,4,TRX005990047690,2,600000.0,10320.35,586,238
23670,47691,347,465,5,43,2,3,TRX003470047691,1,20000.0,30370.42,,
23671,47692,220,895,49,91,5,1,TRX002200047692,2,240000.0,43104.57,775,132
23672,47693,686,142,18,24,2,1,TRX006860047693,1,3000.0,,807,
23673,47695,700,821,7,69,1,1,TRX007000047695,1,50000.0,36130.87,,
23674,47696,555,426,50,14,2,1,TRX005550047696,1,200000.0,23481.37,862,116
23675,47697,153,800,47,22,1,1,TRX001530047697,2,30000.0,4341.31,,
23676,47698,694,174,19,93,2,1,TRX006940047698,1,5000.0,,1022,
23677,47700,577,396,40,80,1,4,TRX005770047700,1,10000.0,5624.13,779,347
23678,47701,872,888,8,59,1,1,TRX008720047701,1,15000.0,91955.84,,
23679,47703,699,417,40,2,5,3,TRX006990047703,1,10000.0,25020.13,259,392
23680,47704,1034,454,46,66,1,3,TRX010340047704,2,5000.0,57611.8,,
23681,47706,760,25,49,69,1,1,TRX007600047706,1,120000.0,9626.65,356,333
23682,47707,680,463,23,65,4,1,TRX006800047707,1,,,2753,
23683,47708,308,721,1,91,4,4,TRX003080047708,1,2000.0,76144.82,,
23684,47709,802,523,16,63,3,1,TRX008020047709,1,30000.0,8821.23,,
23685,47710,240,805,38,14,1,1,TRX002400047710,2,100000.0,39988.35,806,266
23686,47711,684,147,13,58,1,5,TRX006840047711,1,500000.0,31298.71,,
23687,47712,903,374,1,47,5,1,TRX009030047712,1,2000.0,91033.34,,
23688,47713,600,601,16,59,1,3,TRX006000047713,1,30000.0,44666.09,,
23689,47714,62,955,48,28,1,1,TRX000620047714,1,250000.0,18461.39,410,39
23690,47715,1014,856,27,71,1,1,TRX010140047715,1,5000.0,,,83
23691,47716,622,550,36,22,1,4,TRX006220047716,2,300000.0,23592.83,155,2
23692,47717,328,193,4,13,6,1,TRX003280047717,2,18000.0,11788.24,,
23693,47718,1007,313,40,24,2,3,TRX010070047718,4,40000.0,10787.3,269,
23694,47719,558,922,44,96,5,1,TRX005580047719,1,175000.0,26646.06,,468
23695,47720,253,395,38,82,3,1,TRX002530047720,1,50000.0,38362.68,923,483
23696,47721,313,517,44,80,3,1,TRX003130047721,1,175000.0,27379.86,856,281
23697,47722,1074,387,25,64,2,2,TRX010740047722,1,1000.0,,,422
23698,47723,487,324,5,78,3,1,TRX004870047723,4,80000.0,28903.82,,
23699,47724,52,897,13,53,4,1,TRX000520047724,1,500000.0,78744.46,,
23700,47725,228,449,10,70,1,2,TRX002280047725,4,340000.0,25089.33,,
23701,47726,489,181,48,55,1,1,TRX004890047726,2,500000.0,12877.65,153,349
23702,47727,812,377,27,90,3,3,TRX008120047727,4,20000.0,,,630
23703,47728,204,658,26,25,2,4,TRX002040047728,3,4500.0,,,709
23704,47729,1068,140,9,40,6,2,TRX010680047729,1,50000.0,62164.83,,
23705,47730,941,328,7,99,1,1,TRX009410047730,1,50000.0,12053.11,,
23706,47731,111,40,49,92,1,3,TRX001110047731,3,360000.0,39047.31,275,170
23707,47732,897,468,40,46,4,4,TRX008970047732,1,2003.2,6823.0,554,90
23708,47733,1006,770,5,40,1,1,TRX010060047733,1,20000.0,42065.08,,
23709,47736,610,334,36,28,2,2,TRX006100047736,1,150000.0,36924.46,797,284
23710,47737,152,991,26,39,3,3,TRX001520047737,1,1500.0,,,94
23711,47738,628,943,26,16,3,5,TRX006280047738,1,1500.0,,,819
23712,47739,112,270,4,60,4,1,TRX001120047739,3,27000.0,42492.16,,
23713,47740,117,161,9,62,5,1,TRX001170047740,1,50000.0,61840.26,,
23714,47741,349,427,32,77,5,1,TRX003490047741,1,95000.0,35334.39,216,
23715,47742,555,78,11,20,4,1,TRX005550047742,2,300000.0,60631.39,,
23716,47743,235,291,48,100,1,1,TRX002350047743,1,250000.0,12657.22,,125
23717,47744,352,527,16,26,5,1,TRX003520047744,1,30000.0,9233.83,,
23718,47745,545,756,12,44,1,3,TRX005450047745,1,300000.0,56577.56,,
23719,47746,330,624,38,66,6,2,TRX003300047746,1,50000.0,17995.76,738,184
23720,47747,815,865,2,32,1,1,TRX008150047747,53,3500.0,82516.73,,
23721,47748,102,93,41,44,4,1,TRX001020047748,1,15000.0,32120.13,868,155
23722,47749,812,81,17,43,2,1,TRX008120047749,1,60000.0,10126.66,,
23723,47750,388,218,20,14,6,1,TRX003880047750,1,15000.0,,2844,
23724,47751,957,955,22,65,1,4,TRX009570047751,1,50000.0,,1665,
23725,47752,297,294,9,80,3,1,TRX002970047752,1,50000.0,814.09,,
23726,47753,935,835,45,88,5,1,TRX009350047753,1,1000.0,26545.56,,
23727,47754,83,830,35,71,2,1,TRX000830047754,1,350000.0,41886.81,486,124
23728,47755,305,915,20,8,2,3,TRX003050047755,1,15000.0,,1999,
23729,47756,620,578,18,38,6,2,TRX006200047756,2,6000.0,,1613,
23730,47757,404,415,2,92,6,2,TRX004040047757,2,7000.0,69096.34,,
23731,47758,561,700,33,16,1,1,TRX005610047758,2,270000.0,43537.24,885,224
23732,47759,179,531,33,33,5,2,TRX001790047759,1,135000.0,12294.2,117,351
23733,47760,998,167,45,36,1,4,TRX009980047760,1,1408.71,17267.04,,
23734,47761,608,313,38,51,3,5,TRX006080047761,4,200000.0,16667.6,531,106
23735,47762,289,196,32,97,4,1,TRX002890047762,1,95000.0,7837.74,943 (error),4
23736,47763,1086,96,33,68,1,4,TRX010860047763,1,135000.0,18047.23,,75
23737,47764,132,148,38,18,5,1,TRX001320047764,1,50000.0,36428.79,150,243
23738,47765,317,181,6,79,3,2,TRX003170047765,1,30000.0,6381.0,,
23739,47766,377,98,15,80,1,3,TRX003770047766,1,25000.0,557.99,,
23740,47767,970,877,47,17,2,1,TRX009700047767,1,15000.0,64398.27,,
23741,47768,246,216,50,68,1,3,TRX002460047768,1,200000.0,26487.14,428,35
23742,47769,678,807,3,32,2,1,TRX006780047769,1,7000.0,80058.94,,
23743,47770,155,821,15,31,1,1,TRX001550047770,3,75000.0,78758.69,,
23744,47771,781,489,9,31,2,2,TRX007810047771,1,50000.0,8039.77,,
23745,47772,470,48,49,87,1,1,TRX004700047772,1,120000.0,3029.07,246,257
23746,47773,707,660,22,95,6,4,TRX007070047773,1,50000.0,,1243,
23747,47774,796,245,7,51,3,1,TRX007960047774,1,50000.0,84096.08,,
23748,47775,302,828,41,49,1,1,TRX003020047775,1,15000.0,20743.25,219,371
23749,47776,967,901,37,46,3,1,TRX009670047776,1,300000.0,1150.58,576,361??
23750,47777,327,715,11,11,1,1,TRX003270047777,1 (error),150000.0,44300.1,,
23751,47778,586,77,29,70,2,1,TRX005860047778,1,25000.0,,,391
23752,47779,1074,880,44,94,2,1,TRX010740047779,1,175000.0,35763.7,330,130
23753,47780,786,839,48,3,1,3,TRX007860047780,4,1000000.0,50729.37,571,137
23754,47781,738,788,13,4,3,5,TRX007380047781,1,500000.0,98585.05,,
23755,47782,246,188,23,21,6,1,TRX002460047782,1,90000.0,,229,
23756,47783,344,443,45,49,1,2,TRX003440047783,1,1000.0,94589.95,,
23757,47784,544,608,11,28,3,5,TRX005440047784,1,150000.0,28070.26,,
23758,47785,664,379,33,17,5,1,TRX006640047785,128,135000.0,15682.44,332,52
23759,47786,430,294,28,37,1,3,TRX004300047786,,10000.0,,,652
23760,47787,848,168,9,86,1,3,TRX008480047787,1,50000.0,49499.94,,
23761,47788,318,887,33,20,6,1,TRX003180047788,1,135000.0,530.45,67,263
23762,47789,514,268,7,18,2,1,TRX005140047789,2,100000.0,43041.28,,
23763,47790,864,478,47,64,2,1,TRX008640047790,2,30000.0,95572.9,,
23764,47791,898,276,40,95,1,1,TRX008980047791,1,10000.0,,237,373
23765,47792,853,602,32,52,2,4,TRX008530047792,1,95000.0,5307.31,816,424
23766,47793,310,756,44,24,3,4,TRX003100047793,1,175000.0,4115.79,580,458
23767,47794,50,962,1,46,3,1,TRX000500047794,1,64.88,31806.11,,
23768,47795,947,438,3,72,2,3,TRX009470047795,1,7000.0,80711.95,,
23769,47796,749,347,2,59,2,1,TRX007490047796,1,3500.0,18047.67,,
23770,47797,766,16,30,58,3,1,TRX007660047797,,35000.0,13824.9,572,364
23771,47798,900,120,6,76,5,1,TRX009000047798,1,30000.0,75217.72,,
23772,47799,822,713,36,42,2,1,TRX008220047799,1,150000.0,37924.79,571,215
23773,47800,553,510,25,19,3,4,TRX005530047800,1,1000.0,,,794
23774,47801,349,322,15,69,2,2,TRX003490047801,3,75000.0,70901.94,,
23775,47802,1043,823,28,33,2,4,TRX010430047802,1,10000.0,,,"415,-"
23776,47803,1027,976,25,17,1,1,TRX010270047803,1,1000.0,,,68
23777,47804,1082,76,50,61,2,1,TRX010820047804,2,400000.0,27331.04,113,225
23778,47805,562,88,48,100,4,1,TRX005620047805,1 (error),250000.0,22585.64,113,154
23779,47806,392,492,39,6,3,2,TRX003920047806,1,20000.0,30648.07,980,412
23780,47807,146,105,43,20,2,2,TRX001460047807,1,120000.0,36950.13,204,118
23781,47808,361,758,33,98,6,3,TRX003610047808,1,135000.0,39908.58,925,310
23782,47809,411,249,9,71,2,2,TRX004110047809,4,200000.0,12239.49,,
23783,47810,98,323,50,99,3,1,TRX000980047810,1,200000.0,44911.43,325,473
23784,47811,1079,263,27,69,1,1,TRX010790047811,3,15000.0,,,992
23785,47812,309,795,10,49,4,2,TRX003090047812,4,340000.0,40773.34,,
23786,47813,714,523,49,72,2,1,TRX007140047813,1,120000.0,48542.5,200,143
23787,47814,135,703,10,92,2,1,TRX001350047814,3??,255000.0,54392.85,,
23788,47815,93,338,1,55,2,4,TRX000930047815,1,2000.0,39827.3,,
23789,47816,221,599,22,31,3,1,TRX002210047816,"1,-",50000.0,,2132,
23790,47817,276,563,23,82,5,2,TRX002760047817,1,90000.0,,2983,
